pokemon,move
Treecko,Dragon Breath
Treecko,Dragon Claw
Treecko,Energy Ball
Treecko,Giga Drain
Treecko,Iron Tail
Treecko,Leaf Blade
Treecko,Mega Drain
Treecko,Quick Attack
Treecko,Razor Leaf
Treecko,Solar Beam
Grovyle,Aerial Ace
Grovyle,Crunch
Grovyle,Dragon Breath
Grovyle,Dragon Claw
Grovyle,Energy Ball
Grovyle,Fury Cutter
Grovyle,Giga Drain
Grovyle,Iron Tail
Grovyle,Leaf Blade
Grovyle,Mega Drain
Grovyle,Quick Attack
Grovyle,Razor Leaf
Grovyle,Solar Beam
Grovyle,X-Scissor
Sceptile,Aerial Ace
Sceptile,Brick Break
Sceptile,Crunch
Sceptile,Dragon Breath
Sceptile,Dragon Claw
Sceptile,Dragon Pulse
Sceptile,Earthquake
Sceptile,Energy Ball
Sceptile,Focus Blast
Sceptile,Fury Cutter
Sceptile,Giga Drain
Sceptile,Giga Impact
Sceptile,Hyper Beam
Sceptile,Iron Tail
Sceptile,Leaf Blade
Sceptile,Mega Drain
Sceptile,Outrage
Sceptile,Quick Attack
Sceptile,Razor Leaf
Sceptile,Rock Slide
Sceptile,Rock Tomb
Sceptile,Solar Beam
Sceptile,X-Scissor
Torchic,Aerial Ace
Torchic,Brick Break
Torchic,Ember
Torchic,Fire Blast
Torchic,Fire Punch
Torchic,Flame Wheel
Torchic,Flamethrower
Torchic,Flare Blitz
Torchic,Heat Wave
Torchic,Peck
Torchic,Quick Attack
Torchic,Rock Tomb
Torchic,Solar Beam
Combusken,Aerial Ace
Combusken,Brick Break
Combusken,Ember
Combusken,Fire Blast
Combusken,Fire Punch
Combusken,Flame Wheel
Combusken,Flamethrower
Combusken,Flare Blitz
Combusken,Focus Blast
Combusken,Heat Wave
Combusken,Low Kick
Combusken,Peck
Combusken,Quick Attack
Combusken,Rock Tomb
Combusken,Solar Beam
Blaziken,Aerial Ace
Blaziken,Brick Break
Blaziken,Close Combat
Blaziken,Earthquake
Blaziken,Ember
Blaziken,Fire Blast
Blaziken,Fire Punch
Blaziken,Flame Wheel
Blaziken,Flamethrower
Blaziken,Flare Blitz
Blaziken,Focus Blast
Blaziken,Giga Impact
Blaziken,Heat Wave
Blaziken,Hyper Beam
Blaziken,Low Kick
Blaziken,Peck
Blaziken,Quick Attack
Blaziken,Rock Slide
Blaziken,Rock Tomb
Blaziken,Solar Beam
Blaziken,Stone Edge
Blaziken,Thunder Punch
Mudkip,Bubble Beam
Mudkip,Earthquake
Mudkip,Hydro Pump
Mudkip,Ice Beam
Mudkip,Mud Bomb
Mudkip,Mud Shot
Mudkip,Mud Slap
Mudkip,Rock Slide
Mudkip,Rock Throw
Mudkip,Rock Tomb
Mudkip,Surf
Mudkip,Tackle
Mudkip,Water Gun
Mudkip,Waterfall
Marshtomp,Brick Break
Marshtomp,Bubble Beam
Marshtomp,Bulldoze
Marshtomp,Dig
Marshtomp,Earthquake
Marshtomp,Hydro Pump
Marshtomp,Ice Beam
Marshtomp,Ice Punch
Marshtomp,Mud Bomb
Marshtomp,Mud Shot
Marshtomp,Mud Slap
Marshtomp,Rock Slide
Marshtomp,Rock Throw
Marshtomp,Rock Tomb
Marshtomp,Surf
Marshtomp,Tackle
Marshtomp,Water Gun
Marshtomp,Waterfall
Swampert,Avalanche
Swampert,Blizzard
Swampert,Brick Break
Swampert,Bubble Beam
Swampert,Bulldoze
Swampert,Dig
Swampert,Earthquake
Swampert,Focus Blast
Swampert,Giga Impact
Swampert,Hydro Pump
Swampert,Hyper Beam
Swampert,Ice Beam
Swampert,Ice Punch
Swampert,Mud Bomb
Swampert,Mud Shot
Swampert,Mud Slap
Swampert,Outrage
Swampert,Rock Slide
Swampert,Rock Tomb
Swampert,Stone Edge
Swampert,Surf
Swampert,Tackle
Swampert,Water Gun
Swampert,Waterfall
Zigzagoon,Body Slam
Zigzagoon,Dig
Zigzagoon,Iron Tail
Zigzagoon,Mud Shot
Zigzagoon,Mud Slap
Zigzagoon,Pursuit
Zigzagoon,Rollout
Zigzagoon,Surf
Zigzagoon,Tackle
Linoone,Aerial Ace
Linoone,Body Slam
Linoone,Crunch
Linoone,Dig
Linoone,Double-Edge
Linoone,Hyper Beam
Linoone,Iron Tail
Linoone,Mud Shot
Linoone,Mud Slap
Linoone,Pursuit
Linoone,Rollout
Linoone,Shadow Ball
Linoone,Shadow Claw
Linoone,Slash
Linoone,Snarl
Linoone,Surf
Linoone,Tackle
Linoone,Thunder
Linoone,Thunderbolt
Lotad,Astonish
Lotad,Bubble Beam
Lotad,Energy Ball
Lotad,Giga Drain
Lotad,Hydro Pump
Lotad,Ice Beam
Lotad,Mega Drain
Lotad,Razor Leaf
Lotad,Solar Beam
Lotad,Surf
Lotad,Water Gun
Lombre,Astonish
Lombre,Bubble Beam
Lombre,Energy Ball
Lombre,Giga Drain
Lombre,Hydro Pump
Lombre,Ice Beam
Lombre,Mega Drain
Lombre,Razor Leaf
Lombre,Solar Beam
Lombre,Surf
Lombre,Water Gun
Lombre,Zen Headbutt
Ludicolo,Astonish
Ludicolo,Brick Break
Ludicolo,Bubble Beam
Ludicolo,Energy Ball
Ludicolo,Focus Blast
Ludicolo,Giga Drain
Ludicolo,Giga Impact
Ludicolo,Hydro Pump
Ludicolo,Hyper Beam
Ludicolo,Ice Beam
Ludicolo,Mega Drain
Ludicolo,Razor Leaf
Ludicolo,Solar Beam
Ludicolo,Surf
Ludicolo,Water Gun
Ludicolo,Waterfall
Ludicolo,Zen Headbutt
Wingull,Aerial Ace
Wingull,Air Cutter
Wingull,Air Slash
Wingull,Brave Bird
Wingull,Bubble Beam
Wingull,Gust
Wingull,Hurricane
Wingull,Ice Beam
Wingull,Quick Attack
Wingull,Surf
Wingull,Twister
Wingull,Water Gun
Wingull,Waterfall
Wingull,Wing Attack
Pelipper,Aerial Ace
Pelipper,Air Cutter
Pelipper,Air Slash
Pelipper,Brave Bird
Pelipper,Bubble Beam
Pelipper,Giga Impact
Pelipper,Gust
Pelipper,Hurricane
Pelipper,Hydro Pump
Pelipper,Hyper Beam
Pelipper,Ice Beam
Pelipper,Knock Off
Pelipper,Quick Attack
Pelipper,Surf
Pelipper,Twister
Pelipper,Water Gun
Pelipper,Waterfall
Pelipper,Wing Attack
Ralts,Confusion
Ralts,Dazzling Gleam
Ralts,Disarming Voice
Ralts,Draining Kiss
Ralts,Future Sight
Ralts,Psybeam
Ralts,Psychic
Ralts,Shadow Ball
Ralts,Signal Beam
Kirlia,Confusion
Kirlia,Dazzling Gleam
Kirlia,Disarming Voice
Kirlia,Draining Kiss
Kirlia,Energy Ball
Kirlia,Future Sight
Kirlia,Moonblast
Kirlia,Psybeam
Kirlia,Psychic
Kirlia,Shadow Ball
Kirlia,Signal Beam
Kirlia,Thunderbolt
Gardevoir,Confusion
Gardevoir,Dazzling Gleam
Gardevoir,Disarming Voice
Gardevoir,Draining Kiss
Gardevoir,Energy Ball
Gardevoir,Fire Punch
Gardevoir,Focus Blast
Gardevoir,Future Sight
Gardevoir,Giga Impact
Gardevoir,Hyper Beam
Gardevoir,Ice Punch
Gardevoir,Moonblast
Gardevoir,Psybeam
Gardevoir,Psychic
Gardevoir,Psyshock
Gardevoir,Shadow Ball
Gardevoir,Signal Beam
Gardevoir,Thunder
Gardevoir,Thunder Punch
Gardevoir,Thunderbolt
Shroomish,Energy Ball
Shroomish,Giga Drain
Shroomish,Mega Drain
Shroomish,Mud Slap
Shroomish,Rock Tomb
Shroomish,Solar Beam
Shroomish,Tackle
Breloom,Brick Break
Breloom,Close Combat
Breloom,Dig
Breloom,Energy Ball
Breloom,Giga Drain
Breloom,Giga Impact
Breloom,Hyper Beam
Breloom,Iron Tail
Breloom,Mega Drain
Breloom,Rock Slide
Breloom,Rock Tomb
Breloom,Solar Beam
Breloom,Stone Edge
Breloom,Tackle
Breloom,Vacuum Wave
Slakoth,Body Slam
Slakoth,Crunch
Slakoth,Pursuit
Slakoth,Slash
Vigoroth,Aerial Ace
Vigoroth,Body Slam
Vigoroth,Brick Break
Vigoroth,Crunch
Vigoroth,Dig
Vigoroth,Slash
Vigoroth,Tackle
Slaking,Aerial Ace
Slaking,Body Slam
Slaking,Brick Break
Slaking,Crunch
Slaking,Dig
Slaking,Earthquake
Slaking,Fire Blast
Slaking,Flamethrower
Slaking,Focus Blast
Slaking,Giga Impact
Slaking,Hyper Beam
Slaking,Ice Punch
Slaking,Outrage
Slaking,Pursuit
Slaking,Rock Slide
Slaking,Rock Tomb
Slaking,Shadow Claw
Slaking,Slash
Slaking,Stone Edge
Slaking,Surf
Slaking,Tackle
Slaking,Thunder
Slaking,Thunder Punch
Slaking,Thunderbolt
Makuhita,Brick Break
Makuhita,Bullet Punch
Makuhita,Close Combat
Makuhita,Cross Chop
Makuhita,Focus Blast
Makuhita,Karate Chop
Makuhita,Knock Off
Makuhita,Low Kick
Makuhita,Rock Tomb
Makuhita,Tackle
Hariyama,Brick Break
Hariyama,Bullet Punch
Hariyama,Close Combat
Hariyama,Cross Chop
Hariyama,Earthquake
Hariyama,Focus Blast
Hariyama,Giga Impact
Hariyama,Hyper Beam
Hariyama,Ice Punch
Hariyama,Karate Chop
Hariyama,Knock Off
Hariyama,Low Kick
Hariyama,Rock Slide
Hariyama,Rock Tomb
Hariyama,Stone Edge
Hariyama,Surf
Hariyama,Tackle
Hariyama,Thunder Punch
Sableye,Astonish
Sableye,Dark Pulse
Sableye,Dig
Sableye,Foul Play
Sableye,Knock Off
Sableye,Night Shade
Sableye,Power Gem
Sableye,Shadow Ball
Sableye,Shadow Claw
Sableye,Snarl
Mawile,Astonish
Mawile,Bite
Mawile,Brick Break
Mawile,Crunch
Mawile,Dark Pulse
Mawile,Dazzling Gleam
Mawile,Disarming Voice
Mawile,Fairy Wind
Mawile,Fire Fang
Mawile,Flash Cannon
Mawile,Foul Play
Mawile,Iron Head
Mawile,Knock Off
Mawile,Magnet Bomb
Mawile,Play Rough
Mawile,Rock Tomb
Mawile,Tackle
Aron,Dig
Aron,Dragon Pulse
Aron,Dragon Rush
Aron,Fire Fang
Aron,Fire Punch
Aron,Flash Cannon
Aron,Ice Punch
Aron,Iron Head
Aron,Iron Tail
Aron,Magnet Bomb
Aron,Metal Claw
Aron,Mud Slap
Aron,Rock Slide
Aron,Rock Throw
Aron,Rock Tomb
Aron,Stone Edge
Aron,Tackle
Aron,Thunder Punch
Lairon,Bulldoze
Lairon,Dig
Lairon,Dragon Pulse
Lairon,Dragon Rush
Lairon,Earthquake
Lairon,Fire Fang
Lairon,Fire Punch
Lairon,Flash Cannon
Lairon,Ice Punch
Lairon,Iron Head
Lairon,Iron Tail
Lairon,Magnet Bomb
Lairon,Metal Claw
Lairon,Mud Slap
Lairon,Rock Slide
Lairon,Rock Throw
Lairon,Rock Tomb
Lairon,Stone Edge
Lairon,Tackle
Lairon,Thunder Punch
Aggron,Aerial Ace
Aggron,Avalanche
Aggron,Blizzard
Aggron,Brick Break
Aggron,Bulldoze
Aggron,Dig
Aggron,Dragon Claw
Aggron,Dragon Pulse
Aggron,Dragon Rush
Aggron,Dragon Tail
Aggron,Earthquake
Aggron,Fire Blast
Aggron,Fire Fang
Aggron,Fire Punch
Aggron,Flamethrower
Aggron,Flash Cannon
Aggron,Focus Blast
Aggron,Giga Impact
Aggron,Head Smash
Aggron,Hyper Beam
Aggron,Ice Beam
Aggron,Ice Punch
Aggron,Iron Head
Aggron,Iron Tail
Aggron,Magnet Bomb
Aggron,Metal Claw
Aggron,Mud Slap
Aggron,Rock Slide
Aggron,Rock Throw
Aggron,Rock Tomb
Aggron,Stone Edge
Aggron,Surf
Aggron,Tackle
Aggron,Thunder
Aggron,Thunder Punch
Aggron,Thunderbolt
Aggron,Waterfall
Meditite,Brick Break
Meditite,Bullet Punch
Meditite,Confusion
Meditite,Fire Punch
Meditite,Focus Blast
Meditite,Ice Punch
Meditite,Karate Chop
Meditite,Low Kick
Meditite,Psychic
Meditite,Psyshock
Meditite,Rock Tomb
Meditite,Shadow Ball
Meditite,Thunder Punch
Meditite,Zen Headbutt
Medicham,Brick Break
Medicham,Bullet Punch
Medicham,Confusion
Medicham,Dig
Medicham,Fire Punch
Medicham,Focus Blast
Medicham,Giga Impact
Medicham,Hyper Beam
Medicham,Ice Punch
Medicham,Karate Chop
Medicham,Low Kick
Medicham,Poison Jab
Medicham,Psychic
Medicham,Psyshock
Medicham,Rock Slide
Medicham,Rock Tomb
Medicham,Shadow Ball
Medicham,Thunder Punch
Medicham,Zen Headbutt
Roselia,Dazzling Gleam
Roselia,Disarming Voice
Roselia,Energy Ball
Roselia,Giga Drain
Roselia,Mega Drain
Roselia,Poison Sting
Roselia,Razor Leaf
Roselia,Sludge
Roselia,Sludge Bomb
Roselia,Solar Beam
Swablu,Aerial Ace
Swablu,Astonish
Swablu,Brave Bird
Swablu,Dazzling Gleam
Swablu,Disarming Voice
Swablu,Draco Meteor
Swablu,Dragon Breath
Swablu,Dragon Pulse
Swablu,Dragon Rush
Swablu,Dragon Tail
Swablu,Heat Wave
Swablu,Hyper Voice
Swablu,Moonblast
Swablu,Outrage
Swablu,Peck
Swablu,Play Rough
Swablu,Twister
Altaria,Aerial Ace
Altaria,Astonish
Altaria,Brave Bird
Altaria,Dazzling Gleam
Altaria,Disarming Voice
Altaria,Draco Meteor
Altaria,Dragon Breath
Altaria,Dragon Pulse
Altaria,Dragon Rush
Altaria,Dragon Tail
Altaria,Earthquake
Altaria,Fire Blast
Altaria,Flamethrower
Altaria,Giga Impact
Altaria,Heat Wave
Altaria,Hyper Beam
Altaria,Moonblast
Altaria,Outrage
Altaria,Peck
Altaria,Play Rough
Altaria,Solar Beam
Altaria,Twister
Barboach,Aqua Tail
Barboach,Blizzard
Barboach,Earth Power
Barboach,Earthquake
Barboach,Future Sight
Barboach,Hydro Pump
Barboach,Ice Beam
Barboach,Mud Bomb
Barboach,Mud Shot
Barboach,Mud Slap
Barboach,Spark
Barboach,Surf
Barboach,Water Gun
Barboach,Waterfall
Whiscash,Aqua Tail
Whiscash,Blizzard
Whiscash,Bulldoze
Whiscash,Earth Power
Whiscash,Earthquake
Whiscash,Future Sight
Whiscash,Giga Impact
Whiscash,Hydro Pump
Whiscash,Hyper Beam
Whiscash,Ice Beam
Whiscash,Mud Bomb
Whiscash,Mud Shot
Whiscash,Mud Slap
Whiscash,Spark
Whiscash,Stone Edge
Whiscash,Surf
Whiscash,Water Gun
Whiscash,Waterfall
Whiscash,Zen Headbutt
Corphish,Aerial Ace
Corphish,Ancient Power
Corphish,Aqua Jet
Corphish,Brick Break
Corphish,Bubble Beam
Corphish,Bulldoze
Corphish,Crunch
Corphish,Dig
Corphish,Knock Off
Corphish,Mud Shot
Corphish,Night Slash
Corphish,Rock Slide
Corphish,Rock Tomb
Corphish,Surf
Corphish,Water Gun
Corphish,Waterfall
Corphish,X-Scissor
Crawdaunt,Aerial Ace
Crawdaunt,Ancient Power
Crawdaunt,Aqua Jet
Crawdaunt,Aqua Tail
Crawdaunt,Brick Break
Crawdaunt,Bubble Beam
Crawdaunt,Bulldoze
Crawdaunt,Crunch
Crawdaunt,Dark Pulse
Crawdaunt,Dig
Crawdaunt,Giga Impact
Crawdaunt,Hyper Beam
Crawdaunt,Knock Off
Crawdaunt,Mud Shot
Crawdaunt,Night Slash
Crawdaunt,Rock Slide
Crawdaunt,Rock Tomb
Crawdaunt,Snarl
Crawdaunt,Surf
Crawdaunt,Water Gun
Crawdaunt,Waterfall
Crawdaunt,X-Scissor
Feebas,Tackle
Milotic,Aqua Tail
Milotic,Blizzard
Milotic,Disarming Voice
Milotic,Dragon Pulse
Milotic,Dragon Tail
Milotic,Giga Impact
Milotic,Hydro Pump
Milotic,Hyper Beam
Milotic,Ice Beam
Milotic,Iron Tail
Milotic,Surf
Milotic,Tackle
Milotic,Twister
Milotic,Water Gun
Milotic,Waterfall
Duskull,Astonish
Duskull,Dark Pulse
Duskull,Future Sight
Duskull,Hex
Duskull,Ice Beam
Duskull,Night Shade
Duskull,Pursuit
Duskull,Shadow Ball
Duskull,Shadow Punch
Dusclops,Astonish
Dusclops,Brick Break
Dusclops,Dark Pulse
Dusclops,Earthquake
Dusclops,Fire Punch
Dusclops,Focus Blast
Dusclops,Future Sight
Dusclops,Hex
Dusclops,Ice Beam
Dusclops,Ice Punch
Dusclops,Night Shade
Dusclops,Pursuit
Dusclops,Rock Slide
Dusclops,Rock Tomb
Dusclops,Shadow Ball
Dusclops,Shadow Punch
Dusclops,Thunder
Dusclops,Thunder Punch
Dusclops,Thunderbolt
Absol,Aerial Ace
Absol,Bite
Absol,Dark Pulse
Absol,Foul Play
Absol,Future Sight
Absol,Giga Impact
Absol,Hyper Beam
Absol,Ice Beam
Absol,Iron Tail
Absol,Knock Off
Absol,Megahorn
Absol,Night Slash
Absol,Play Rough
Absol,Psycho Cut
Absol,Pursuit
Absol,Quick Attack
Absol,Rock Slide
Absol,Rock Tomb
Absol,Shadow Ball
Absol,Shadow Claw
Absol,Snarl
Absol,Stone Edge
Absol,Thunder
Absol,Thunderbolt
Absol,X-Scissor
Snorunt,Avalanche
Snorunt,Bite
Snorunt,Blizzard
Snorunt,Crunch
Snorunt,Dazzling Gleam
Snorunt,Ice Beam
Snorunt,Ice Shard
Snorunt,Icicle Crash
Snorunt,Icy Wind
Snorunt,Powder Snow
Snorunt,Rollout
Glalie,Avalanche
Glalie,Bite
Glalie,Blizzard
Glalie,Bulldoze
Glalie,Crunch
Glalie,Dark Pulse
Glalie,Dazzling Gleam
Glalie,Earthquake
Glalie,Giga Impact
Glalie,Hyper Beam
Glalie,Ice Beam
Glalie,Ice Shard
Glalie,Icicle Crash
Glalie,Icy Wind
Glalie,Powder Snow
Glalie,Rock Slide
Glalie,Rock Tomb
Glalie,Signal Beam
Glalie,Stone Edge
Glalie,Surf
Bagon,Bite
Bagon,Brick Break
Bagon,Crunch
Bagon,Dig
Bagon,Dragon Breath
Bagon,Dragon Claw
Bagon,Dragon Pulse
Bagon,Dragon Rush
Bagon,Dragon Tail
Bagon,Ember
Bagon,Fire Blast
Bagon,Fire Fang
Bagon,Fire Punch
Bagon,Flamethrower
Bagon,Hydro Pump
Bagon,Iron Head
Bagon,Iron Tail
Bagon,Outrage
Bagon,Rock Slide
Bagon,Rock Tomb
Bagon,Twister
Bagon,Zen Headbutt
Shelgon,Bite
Shelgon,Brick Break
Shelgon,Crunch
Shelgon,Dig
Shelgon,Dragon Breath
Shelgon,Dragon Claw
Shelgon,Dragon Pulse
Shelgon,Dragon Rush
Shelgon,Dragon Tail
Shelgon,Ember
Shelgon,Fire Blast
Shelgon,Fire Fang
Shelgon,Fire Punch
Shelgon,Flamethrower
Shelgon,Hydro Pump
Shelgon,Iron Head
Shelgon,Iron Tail
Shelgon,Outrage
Shelgon,Rock Slide
Shelgon,Rock Tomb
Shelgon,Twister
Shelgon,Zen Headbutt
Salamence,Aerial Ace
Salamence,Aqua Tail
Salamence,Bite
Salamence,Brick Break
Salamence,Crunch
Salamence,Dig
Salamence,Draco Meteor
Salamence,Dragon Breath
Salamence,Dragon Claw
Salamence,Dragon Pulse
Salamence,Dragon Rush
Salamence,Dragon Tail
Salamence,Earthquake
Salamence,Ember
Salamence,Fire Blast
Salamence,Fire Fang
Salamence,Fire Punch
Salamence,Flamethrower
Salamence,Giga Impact
Salamence,Hurricane
Salamence,Hydro Pump
Salamence,Hyper Beam
Salamence,Iron Head
Salamence,Iron Tail
Salamence,Outrage
Salamence,Rock Slide
Salamence,Rock Tomb
Salamence,Stone Edge
Salamence,Twister
Salamence,Wing Attack
Salamence,Zen Headbutt
Metang,Bullet Punch
Metang,Confusion
Metang,Earthquake
Metang,Flash Cannon
Metang,Iron Head
Metang,Magnet Bomb
Metang,Metal Claw
Metang,Meteor Mash
Metang,Mirror Shot
Metang,Psychic
Metang,Pursuit
Metang,Rock Slide
Metang,Rock Tomb
Metang,Zen Headbutt
Metagross,Bullet Punch
Metagross,Confusion
Metagross,Earthquake
Metagross,Flash Cannon
Metagross,Giga Impact
Metagross,Hyper Beam
Metagross,Ice Punch
Metagross,Iron Head
Metagross,Magnet Bomb
Metagross,Metal Claw
Metagross,Meteor Mash
Metagross,Mirror Shot
Metagross,Psychic
Metagross,Pursuit
Metagross,Rock Slide
Metagross,Rock Tomb
Metagross,Steel Beam
Metagross,Stone Edge
Metagross,Thunder Punch
Metagross,Zen Headbutt
Regirock,Ancient Power
Regirock,Bulldoze
Regirock,Dig
Regirock,Earthquake
Regirock,Fire Punch
Regirock,Giga Impact
Regirock,Hyper Beam
Regirock,Ice Punch
Regirock,Iron Head
Regirock,Metal Claw
Regirock,Rock Slide
Regirock,Rock Throw
Regirock,Rock Tomb
Regirock,Stone Edge
Regirock,Thunder Punch
Regice,Ancient Power
Regice,Avalanche
Regice,Blizzard
Regice,Bulldoze
Regice,Fire Punch
Regice,Focus Blast
Regice,Giga Impact
Regice,Hyper Beam
Regice,Ice Beam
Regice,Ice Punch
Regice,Icy Wind
Regice,Power Gem
Regice,Rock Slide
Regice,Rock Tomb
Regice,Signal Beam
Regice,Thunder
Regice,Thunder Punch
Regice,Thunderbolt
Registeel,Ancient Power
Registeel,Bulldoze
Registeel,Earthquake
Registeel,Fire Punch
Registeel,Flash Cannon
Registeel,Focus Blast
Registeel,Giga Impact
Registeel,Hyper Beam
Registeel,Ice Punch
Registeel,Iron Head
Registeel,Metal Claw
Registeel,Mud Slap
Registeel,Rock Slide
Registeel,Rock Tomb
Registeel,Steel Beam
Registeel,Stone Edge
Registeel,Thunder Punch
Latias,Aerial Ace
Latias,Confusion
Latias,Dazzling Gleam
Latias,Disarming Voice
Latias,Draco Meteor
Latias,Dragon Breath
Latias,Dragon Claw
Latias,Dragon Pulse
Latias,Energy Ball
Latias,Future Sight
Latias,Giga Impact
Latias,Hyper Beam
Latias,Ice Beam
Latias,Outrage
Latias,Psybeam
Latias,Psychic
Latias,Psyshock
Latias,Shadow Ball
Latias,Signal Beam
Latias,Solar Beam
Latias,Surf
Latias,Tackle
Latias,Thunder
Latias,Thunderbolt
Latias,Twister
Latias,Zen Headbutt
Latios,Aerial Ace
Latios,Confusion
Latios,Draco Meteor
Latios,Dragon Breath
Latios,Dragon Claw
Latios,Dragon Pulse
Latios,Dragon Rush
Latios,Earthquake
Latios,Energy Ball
Latios,Future Sight
Latios,Giga Impact
Latios,Hyper Beam
Latios,Ice Beam
Latios,Outrage
Latios,Psybeam
Latios,Psychic
Latios,Psyshock
Latios,Shadow Ball
Latios,Signal Beam
Latios,Solar Beam
Latios,Surf
Latios,Tackle
Latios,Thunder
Latios,Thunderbolt
Latios,Twister
Latios,Zen Headbutt
Kyogre,Aqua Tail
Kyogre,Avalanche
Kyogre,Blizzard
Kyogre,Bubble Beam
Kyogre,Dragon Pulse
Kyogre,Giga Impact
Kyogre,Hydro Pump
Kyogre,Hyper Beam
Kyogre,Ice Beam
Kyogre,Ice Punch
Kyogre,Icy Wind
Kyogre,Surf
Kyogre,Thunder
Kyogre,Thunderbolt
Kyogre,Waterfall
Groudon,Ancient Power
Groudon,Brick Break
Groudon,Bulldoze
Groudon,Crunch
Groudon,Dragon Claw
Groudon,Earth Power
Groudon,Earthquake
Groudon,Fire Blast
Groudon,Fire Punch
Groudon,Flamethrower
Groudon,Focus Blast
Groudon,Giga Impact
Groudon,Heat Wave
Groudon,Hyper Beam
Groudon,Mud Shot
Groudon,Outrage
Groudon,Rock Slide
Groudon,Rock Tomb
Groudon,Solar Beam
Groudon,Stone Edge
Groudon,Thunder Punch
Rayquaza,Aerial Ace
Rayquaza,Air Slash
Rayquaza,Ancient Power
Rayquaza,Aqua Tail
Rayquaza,Brick Break
Rayquaza,Bulldoze
Rayquaza,Crunch
Rayquaza,Draco Meteor
Rayquaza,Dragon Breath
Rayquaza,Dragon Claw
Rayquaza,Dragon Pulse
Rayquaza,Dragon Tail
Rayquaza,Earthquake
Rayquaza,Fire Blast
Rayquaza,Flamethrower
Rayquaza,Focus Blast
Rayquaza,Giga Impact
Rayquaza,Hurricane
Rayquaza,Hyper Beam
Rayquaza,Ice Beam
Rayquaza,Iron Head
Rayquaza,Iron Tail
Rayquaza,Outrage
Rayquaza,Rock Slide
Rayquaza,Rock Tomb
Rayquaza,Stone Edge
Rayquaza,Surf
Rayquaza,Thunder
Rayquaza,Thunderbolt
Rayquaza,Twister
Jirachi,Ancient Power
Jirachi,Confusion
Jirachi,Dazzling Gleam
Jirachi,Dig
Jirachi,Energy Ball
Jirachi,Fire Punch
Jirachi,Flash Cannon
Jirachi,Future Sight
Jirachi,Giga Impact
Jirachi,Hyper Beam
Jirachi,Ice Punch
Jirachi,Iron Head
Jirachi,Meteor Mash
Jirachi,Psybeam
Jirachi,Psychic
Jirachi,Psyshock
Jirachi,Signal Beam
Jirachi,Steel Beam
Jirachi,Thunder
Jirachi,Thunder Punch
Jirachi,Thunderbolt
Jirachi,Zen Headbutt
Deoxys,Dark Pulse
Deoxys,Dig
Deoxys,Energy Ball
Deoxys,Fire Punch
Deoxys,Focus Blast
Deoxys,Giga Impact
Deoxys,Hyper Beam
Deoxys,Ice Beam
Deoxys,Ice Punch
Deoxys,Knock Off
Deoxys,Low Kick
Deoxys,Night Shade
Deoxys,Psychic
Deoxys,Psyshock
Deoxys,Pursuit
Deoxys,Rock Slide
Deoxys,Rock Tomb
Deoxys,Shadow Ball
Deoxys,Signal Beam
Deoxys,Stone Edge
Deoxys,Thunder
Deoxys,Thunder Punch
Deoxys,Thunderbolt
Deoxys,Zen Headbutt
Turtwig,Bite
Turtwig,Crunch
Turtwig,Earthquake
Turtwig,Energy Ball
Turtwig,Giga Drain
Turtwig,Mega Drain
Turtwig,Razor Leaf
Turtwig,Rock Tomb
Turtwig,Solar Beam
Turtwig,Tackle
Grotle,Bite
Grotle,Bulldoze
Grotle,Crunch
Grotle,Earthquake
Grotle,Energy Ball
Grotle,Giga Drain
Grotle,Mega Drain
Grotle,Razor Leaf
Grotle,Rock Tomb
Grotle,Solar Beam
Grotle,Tackle
Grotle,Wood Hammer
Torterra,Bite
Torterra,Bulldoze
Torterra,Crunch
Torterra,Earth Power
Torterra,Earthquake
Torterra,Energy Ball
Torterra,Giga Drain
Torterra,Giga Impact
Torterra,Hyper Beam
Torterra,Mega Drain
Torterra,Outrage
Torterra,Razor Leaf
Torterra,Rock Slide
Torterra,Rock Tomb
Torterra,Solar Beam
Torterra,Stone Edge
Torterra,Tackle
Torterra,Wood Hammer
Chimchar,Brick Break
Chimchar,Dig
Chimchar,Ember
Chimchar,Fire Blast
Chimchar,Fire Punch
Chimchar,Flame Wheel
Chimchar,Flamethrower
Chimchar,Flare Blitz
Chimchar,Heat Wave
Chimchar,Iron Tail
Chimchar,Low Kick
Chimchar,Quick Attack
Chimchar,Rock Slide
Chimchar,Rock Tomb
Chimchar,Solar Beam
Chimchar,Thunder Punch
Monferno,Brick Break
Monferno,Close Combat
Monferno,Dig
Monferno,Ember
Monferno,Fire Blast
Monferno,Fire Punch
Monferno,Flame Wheel
Monferno,Flamethrower
Monferno,Flare Blitz
Monferno,Focus Blast
Monferno,Heat Wave
Monferno,Iron Tail
Monferno,Low Kick
Monferno,Quick Attack
Monferno,Rock Slide
Monferno,Rock Tomb
Monferno,Solar Beam
Monferno,Thunder Punch
Infernape,Brick Break
Infernape,Close Combat
Infernape,Dig
Infernape,Earthquake
Infernape,Ember
Infernape,Fire Blast
Infernape,Fire Punch
Infernape,Flame Wheel
Infernape,Flamethrower
Infernape,Flare Blitz
Infernape,Focus Blast
Infernape,Giga Impact
Infernape,Heat Wave
Infernape,Hyper Beam
Infernape,Iron Tail
Infernape,Low Kick
Infernape,Quick Attack
Infernape,Rock Slide
Infernape,Rock Tomb
Infernape,Solar Beam
